id,name,address,time,phone,menu,group,link
369,정선생 김해인제대점,경남 김해시 인제로200번길 2,,055-339-3895,오막콤보 쭈막콤보 크림감자콤보 크림불닭콤보 크림소세지콤보 케이준치킨샐러드 불막창볶음 왕새우구이 옛날통닭 치즈양념감자 윙&봉튀김 닭갈비살 튀김 어묵탕 계란꽃게탕 얼큰꽃게탕 ,고기 양식 찌개,https://pcmap.place.naver.com/restaurant/31927583/home
370,산에산에,경남 창원시 마산합포구 완월남3길 73,,055-222-2582,고갈비 두부김치 해물파전 명태전 도토리묵 ,해산물 전 야채,https://pcmap.place.naver.com/restaurant/1090171088/home
371,막리단길 진주하대점,경남 진주시 도동로 238 1층,,055-752-9282,막리단길 한상쟁반 돼지고기파전 고기김치전 해물파전 ,전,https://pcmap.place.naver.com/restaurant/1294511534/home
372,태백이주막 산호점,경남 창원시 마산합포구 산호시장길 51,,0507-1418-9135,한우생육회 대구뽈찜 통 가오리찜 과메기 ,해산물,https://pcmap.place.naver.com/restaurant/15247762/home
373,풍경소리,경남 진주시 평거로18번길 5,,055-745-4663,국내산 홍어삼합 해물파전 구롱포 과메기 가오리 회무침 동태탕 두부김치 두부수육김치 닭도리탕 오뎅탕 서대구이 명태조림 부대찌개 ,해산물,https://pcmap.place.naver.com/restaurant/15511295/home
374,전에그집,경남 양산시 양산역로 73 1층 103동,,0507-1321-1732,육전 감자전 김치전 해물파전 해물땡초부추전 떙초스지오뎅탕 개운한동태탕 찰순대곱창전골 떙초김치찌개 ,전,https://pcmap.place.naver.com/restaurant/1453804089/home
375,지리산찹쌀동동주,경남 진주시 도동로247번길 9,,055-752-7579,,,https://pcmap.place.naver.com/restaurant/15477771/home
376,정선생 창원대점,경남 창원시 의창구 퇴촌로 31 일성빌딩,,055-283-6789,,,https://pcmap.place.naver.com/restaurant/31038328/home
377,토방,경남 김해시 진영읍 김해대로407번길 9,,055-346-3717,해물파전 땡초부추전 감자빈대떡 육전 명태전 ,전,https://pcmap.place.naver.com/restaurant/21588502/home
378,막리단길 고성점,경남 고성군 고성읍 중앙로43번길 8 2층,,0507-1339-9409,쟁반술상 ,,https://pcmap.place.naver.com/restaurant/1416960155/home
379,북촌민속주점,경남 양산시 동면 금오10길 10-1,,055-381-5046,,,https://pcmap.place.naver.com/restaurant/37126838/home
380,형제봉주막,경남 하동군 악양면 입석길 40-1 1층,,010-8025-3302,,,https://pcmap.place.naver.com/restaurant/33001607/home
381,사랑채,경남 창원시 마산합포구 교방북2길 35,,055-222-2700,낙지볶음 찜닭 닭도리탕 가오리무침 골뱅이무침 오리훈제 무뼈닭발 오?똥볶음 두부김치 고갈비 해물파전 해물부추전 굴전 과메기 소 낙지탕 ,전 해산물 찌개,https://pcmap.place.naver.com/restaurant/37905015/home
382,장금이왕빈대떡,경남 진주시 강변길10번길 31,,055-753-3858,옛날빈대떡 왕빈대떡 모듬전 소고기육전 가오리무침 해물파전 부추전 ,전,https://pcmap.place.naver.com/restaurant/20066520/home
383,이현동 옛날주막,경남 진주시 서장대로 292-1 1층 이현동 옛날주막,,055-743-5552,해물파전 홍어삼합 명태찜 한우육전 두부김치 소고기전골 닭곱창전골 닭볶음탕 김치찌개 돼지수육 두루치기 고추전 나막스(1마리) 알탕 어우동,고기 전,https://pcmap.place.naver.com/restaurant/21060840/home
384,정선생삼문점,경남 밀양시 미리벌중앙로3길 12-6,,0507-1468-1379,,,https://pcmap.place.naver.com/restaurant/446167549/home
385,쌍둥이통술,경남 창원시 마산합포구 오동북19길 15,,055-242-7522,,,https://pcmap.place.naver.com/restaurant/15267223/home
386,원조일미집,강원 원주시 천사로 33,,0507-1473-1033,해물 크림 파스탕 일미 꼬막 비빔밥 일미 대창전골 일미 꽃전골 일미 모듬전 딸기막걸리 한우 스지전골 두부김치 감자전 크림치즈 곶감말이 일미 육전 얼그레이 하이볼 바질토마토 하이볼 바나나막걸리 오징어순대 ,양식 전,https://pcmap.place.naver.com/restaurant/1693825499/home
387,석사왕막걸리,강원 춘천시 후석로59번길 16-14,,033-262-3397,통 갈매기살 돼지목살 생 돼지막창 뼈없는닭발 돼지껍데기 닭똥집 계란탕 음료 및 주류 소염통 김치비빔국수 돼지뒷고기 돼지부속고기 ,고기,https://pcmap.place.naver.com/restaurant/15105307/home
388,주원,강원 춘천시 춘천로204번길 54-1 지하1층,,0507-1317-5783,생과일막걸리 해물파전 김치전 감자전 치즈김치전 두부김치 부대찌게 골뱅이소면무침 매콤제육볶음 닭똥집볶음 어묵탕 동그랑땡 생과일소주 ,전 찌개,https://pcmap.place.naver.com/restaurant/1785247741/home
389,백년전,강원 원주시 치악고교길 48,,033-764-4052,묵은지손두부전골 소 묵은지손두부전골 대 손두부전골 소 손두부전골 대 비지전골 소 비지전골 대 모두부 두부들기름구이 두부보쌈 두부김치 수제돈까스 닭볶음탕 해물파전 해물김치전 감자전 ,찌개 고기 전,https://pcmap.place.naver.com/restaurant/699160087/home
390,천태만상 동해점,강원 동해시 청운1길 55-1 협성재래식상가(3차),,033-521-1226,골뱅이소면 가오리무침 홍어무침 낙지소면 오삼불고기 벌교꼬막무침 문어두루치기 문삼두루치기 오삼불고기 제육볶음 해산물 특 해산물 모듬 멍게 전복 문어연포탕 중 ,고기 해산물,https://pcmap.place.naver.com/restaurant/15413782/home
391,민요,강원 강릉시 하평3길 37 일송상가 120호 민요,,0507-1328-0113,육사시미 육회 순두부 찌개 골뱅이소면 제육볶음 육전 해물파전 먹태 감자전 메밀전병 ,고기 전,https://pcmap.place.naver.com/restaurant/1358767110/home
392,바틀준쓰,강원 강릉시 초당원길 71-20,,0507-1318-4156,바틀준쓰 ,,https://pcmap.place.naver.com/restaurant/1028710276/home
393,서정도가,강원 동해시 동굴로 119 서정도가,,0507-1396-0331,장작구이 통삼겹 BBQ 서정도가 수제 생막걸리 닭볶음탕 닭볶음탕 곱빼기 국물닭발 (2인) 반계 누룽지탕 육전 녹두빈대떡 해물파전 녹두+육전세트 두부구이 동태매운탕 어묵탕 홍합탕 계란탕,고기 전 찌개,https://pcmap.place.naver.com/restaurant/1463050657/home
394,수미골,강원 강릉시 하슬라로206번길 19-16,,033-655-8892,골뱅이숙회 전복소라숙회 ,해산물,https://pcmap.place.naver.com/restaurant/15311728/home
395,평창손왕정막걸리,강원 춘천시 효자로14번길 9 1층,,033-263-7730,반반전 소고기육전 해물파전 제육두부구이 제육볶음 오징어숙회 골뱅이무침 홍어삼합 코다리조림 추억의 소세지전 구룡포과메기 잡탕찌개 벌교꼬막 ,전 찌개 해산물,https://pcmap.place.naver.com/restaurant/1793419654/home
396,북산집,강원 춘천시 영서로 2352-25 풍물시장,,033-243-9721,모듬전 홍합탕 전병(촌떡) 장떡 녹두빈대떡 메밀전 감자전 부들전 동그랑땡 가오리 찜 꼼장어볶음 북어찜 두부구이 두부찌개 메밀칼국수 ,전 해산물,https://pcmap.place.naver.com/restaurant/19723266/home
397,맛깔나는집,강원 춘천시 동광길 11,,033-256-1323,닭볶음탕 부대찌개 두부찌개 동태찌개 오삼불고기 오징어무침 두부구이 파전 김치전 감자전 오징어숙회 두부김치 제육볶음 야채장떡 호박막전 ,고기 찌개 전 해산물,https://pcmap.place.naver.com/restaurant/15141144/home
398,김씨네막걸리,강원 삼척시 척주로 59,,033-573-2918,,,https://pcmap.place.naver.com/restaurant/19701862/home
399,어와둥둥,강원 동해시 평릉길 28,,0507-1400-8329,구룡포과메기 햇생굴 보리새우무침 골뱅이소면 해물파전 모듬전 콩나물매운명태찜 ,전 해산물,https://pcmap.place.naver.com/restaurant/13477797/home
400,황토주막,강원 춘천시 백령로75번길 2,,033-251-8558,후라이드치킨 양념치킨 마늘간장치킨 치즈스노우치킨 닭똥집 ,고기,https://pcmap.place.naver.com/restaurant/1004131683/home
401,석사왕막걸리만천점,강원 춘천시 동면 만천로 175,,0507-1311-3397,통 갈매기살 200g 김치빔국수 돼지뒷고기 200g 돼지목살 200g 생 돼지막창 200g 돼지껍데기 200g 닭똥집 200g 계란탕,고기,https://pcmap.place.naver.com/restaurant/1657386850/home
402,일번지막걸리,강원 화천군 화천읍 중앙로2길 31-8,,,,,https://pcmap.place.naver.com/restaurant/43769586/home
403,청파동,강원 춘천시 삭주로 33-1,,0507-1329-9853,골뱅이무침 소라숙회 부대찌개 해물떡볶이 두부전골 불고기 육전 김치전/감자채전 순두부 짬뽕탕 돼지고기 김치짜글이 김치우동 ,찌개 전 고기,https://pcmap.place.naver.com/restaurant/1434255909/home
404,빙고주막,강원 강릉시 임영로 45-1,,033-644-4835,주물럭 묵은지찜 중 묵은지찜 대 닭볶음탕 중 닭볶음탕 대 ,고기,https://pcmap.place.naver.com/restaurant/15338842/home
405,고을노적주막거리,강원 화천군 화천읍 산수화로 13,,033-442-8778,,,https://pcmap.place.naver.com/restaurant/32208436/home
406,타박네,강원 춘천시 삭주로 106,,033-255-8753,,,https://pcmap.place.naver.com/restaurant/15141140/home
407,다래전마당,강원 춘천시 안마산로 203,,0507-1373-1972,"모듬전 뼈닭발(매운맛, 순한맛) 해물파전 메밀전병 낙지볶음 임연수 동태찌개 생선전 전전골 부대찌개 김치찌개 두부찌개 참치찌개 굴전 부추해물전 ",찌개 전,https://pcmap.place.naver.com/restaurant/20144458/home
408,잔잔,강원 태백시 먹거리길 86,,033-552-5152,,,https://pcmap.place.naver.com/restaurant/1053484139/home
409,구종점동동주,강원 태백시 먹거리길 120,,033-553-0195,,,https://pcmap.place.naver.com/restaurant/1217673650/home
410,그집막걸리,강원 동해시 샘실3길 12,,033-521-4579,,,https://pcmap.place.naver.com/restaurant/32526446/home
411,길모퉁이,강원 삼척시 봉황로 9-22,,033-574-5428,생두부 두부조림 계란말이 두루치기 꽁치구이 고등어 김치전 오징어볶음 돼지껍데기 닭발 도루묵구이 두부김치 도루묵조림 가자미조림 닭볶음 ,전 해산물 고기 야채,https://pcmap.place.naver.com/restaurant/15025622/home
412,향원지짐이,강원 원주시 삼광1길 27-5,,033-746-7363,파전 육전 녹두전 감자전 김치전 ,전,https://pcmap.place.naver.com/restaurant/15238975/home
413,천태만상,강원 속초시 먹거리4길 40,,033-635-0054,,,https://pcmap.place.naver.com/restaurant/19718359/home
414,민들레주막,강원 원주시 늘품로 187-58,,033-742-9323,,,https://pcmap.place.naver.com/restaurant/1603201835/home
415,오랍드리,강원 화천군 사내면 사내로 10-15 T2B.나들목기사식당.이태리안경원.라푼첼,,0507-1382-9792,해물파전 두부김치 골뱅이무침 닭똥집 닭발 계란찜 ,전,https://pcmap.place.naver.com/restaurant/1937370064/home
416,막걸리카페봄봄,강원 춘천시 서부대성로48번길 12,,,,,https://pcmap.place.naver.com/restaurant/1179178065/home
417,북평주막,강원 동해시 오일장길 10 전통주막촌,,033-522-5199,오징어숙회 머리고기 해물부추전 ,고기 해산물 전,https://pcmap.place.naver.com/restaurant/37057580/home
418,화사랑,제주 제주시 서광로32길 10,,064-724-3888,"부대찌개, 닭도리탕, 돼지고기 주물럭, 골뱅이 소면, 모듬소시지, 두부김치, 굴파전",찌개 고기 전,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16715190?c=14034496.0058226,3961809.3739593,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
419,김만덕객주,제주 제주시 건입동 1297,,064-727-8800,"몸 국, 고사리육개장, 해물파전, 김치찌개, 고기국수, 잔치국수, 비빔국수, 고등어구이, 돔베고기, 두부김치, 골뱅이무침, 제육볶음",찌개 해산물 고기,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/193320060?c=14034942.0249145,3964073.4007823,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
420,물팡과허벅,제주 제주시 원노형로 35 송우수자인아파트,,064-726-6788,"전복해물파전, 굴탕, 두부김치, 해물파전",전,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/37323028?c=14029691.5456706,3959935.3717554,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
421,우도땅콩막걸리카페펍,제주 제주시 우도면 우도비양길 10,,0507-1328-8335,우도땅콩생막걸리와 땅콩두부김치,야채,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/1551572044?c=14082004.0094395,3962947.9048516,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
422,엉또민속주점,제주 서귀포시 신서귀로97번길 84 성산연립주택,,064-739-9292,"골뱅이/가오리 무침, 두부김치, 한치볶음, 수제 소세지구이, 과메기, 해물파전, 고기,해물 김치전 오뎅탕, 닭도리탕, 얼큰 뼈없는 닭발, 얼큰 돼지, 똥집 소금 구이, 부대찌개",전 찌개,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16930752?c=14031969.1140427,3928691.2045089,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
423,학고재,제주 제주시 남성로26길 37,,064-723-6755,"굴파전, 해물파전, 두부김치, 제육볶음, 골뱅이무침, 동태찌개",전 고기 해산물 찌개,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16733971?c=14034090.1970388,3962713.4147448,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
424,또바기,제주 제주시 정존13길 21 창신주택,,064-749-5348,"닭도리탕, 해물빈대떡, 돼지고기 김치전, 해물빈대떡, 오징어 김치전, 동태알탕, 녹두빈대떡",전,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/36646873?c=14028697.1675088,3960029.8412675,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
425,청송얼음막걸리 동흥점,제주 서귀포시 동홍중앙로 73 청송얼음골막걸리,,064-762-6776,"추억의 도시락, 홍합한사발, 해물라면, 굴먹은해물파전",전 찌개,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/13419600?c=14039366.1746443,3929496.6649024,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
426,녹두네,제주 제주시 원노형로 42,,064-713-4620,,,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16801064?c=14029658.6126375,3959859.8362445,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
427,청둥소리,제주 제주시 원남6길 5,,064-723-9200,,,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16813816?c=14034648.0074963,3960364.7934534,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
