id,name,address,time,phone,menu,link
395,부치미,충남 당진시 청룡길 48,,041-358-9792,,https://pcmap.place.naver.com/restaurant/1214612092/home
396,청송얼음골막걸리,충남 부여군 부여읍 사비로99번길 8-5,,041-834-6256,,https://pcmap.place.naver.com/restaurant/17568442/home
397,구름에달가듯,충남 당진시 송악읍 신복운로4길 6-31 구름에달가듯,,041-357-2003,,https://pcmap.place.naver.com/restaurant/17705108/home
398,맛터,충남 천안시 동남구 충절로 203 필텔레콤,,0507-1309-3353,꿀막걸리 크림막걸리 요구르트막걸리 카카오막걸리 바나나막걸리 ,https://pcmap.place.naver.com/restaurant/21103363/home
399,돌멩이,충남 홍성군 홍북읍 청사로174번길 17 청담프라자ll 115호 돌멩이,,041-633-4117,,https://pcmap.place.naver.com/restaurant/1939803411/home
400,청송얼음막걸리 배방점,충남 아산시 배방읍 배방로173번길 28-17,,041-534-7811,,https://pcmap.place.naver.com/restaurant/17204868/home
401,만땅주점,충남 천안시 동남구 통정10로 69-8,,0507-1407-7827,해물파전 ,https://pcmap.place.naver.com/restaurant/645454102/home
402,통막걸리,충남 서산시 석림3로 23,,041-666-0545,,https://pcmap.place.naver.com/restaurant/1106049581/home
403,홍박,"충남 천안시 서북구 불당21로 67-21 엘림프라자 3층 301,302호",,041-566-4535,소주 ,https://pcmap.place.naver.com/restaurant/1586708495/home
404,쌍복,부산 부산진구 중앙대로680번가길 81 2층 쌍복,,051-809-8807,통삼겹 국물김치찜 김치찜 메밀면Set 고기가지튀김 느린마을 생 막걸리 설하담 Do u know? Just enjoy 붉은원숭이 ,https://pcmap.place.naver.com/restaurant/1770818285/home
405,무언막걸리,부산 중구 부평2길 27 지하 무언막걸리,,051-231-3370,한우양지만두전골 무언삼합(제육두부김치) 한우육회 크림치즈곶감 감자채전 따뜻한 두부와 젓갈 ,https://pcmap.place.naver.com/restaurant/1167315818/home
406,내고향장승골,부산 부산진구 중앙대로680번가길 29,,051-808-1155,,https://pcmap.place.naver.com/restaurant/16444668/home
407,바보주막,부산 부산진구 새싹로 21-7,,051-805-3800,감자채 피자(언저리 메뉴) 주막물회(계절) 시장막회 땡초부추전 먹태 조개탕 녹두전(빈대떡) 조기매운탕 봉하막걸리 오뎅탕 골뱅이무침 꼬막(계절) 계란말이(언저리메뉴) 가오리찜 두부김치 ,https://pcmap.place.naver.com/restaurant/21428955/home
408,한술당,부산 동래구 충렬대로179번길 27-8,,051-926-2498,한술당전골 한우육회 전통주조개술찜&파스타 국물스지수육 수비드오겹살&비빔국수 소고기육전 골뱅이소면무침 명란크림리조또 ,https://pcmap.place.naver.com/restaurant/1186347161/home
409,초막,부산 연제구 토곡로 5,,051-753-1216,돼지두루치기 야채/김치 닭불갈비 빈대떡 김치전 계란말이 해물파전 도토리묵 오삼불고기 가오리찜 가오리무침 골뱅이무침 오징어무침 닭도리탕 김치전골 오징어볶음 ,https://pcmap.place.naver.com/restaurant/38276314/home
410,교동전선생 부산시청점,부산 연제구 시청로 26,,051-868-8898,김치찌개정식 된장찌개정식 순두부찌개정식 ,https://pcmap.place.naver.com/restaurant/21908743/home
411,솔마루,부산 해운대구 달맞이길 8 11 언덕위의 집 에이동,,051-747-5888,"해물파전 빈대떡 두부김치,오뎅탕,알탕,가오리무침,골뱅이무침 각 열무국수 비빔국수 ",https://pcmap.place.naver.com/restaurant/17011019/home
412,천탁,부산 남구 용소로8번길 46 천탁,,0507-1403-2656,막걸리 ,https://pcmap.place.naver.com/restaurant/38009018/home
413,달,부산 북구 만덕대로40번길 17,,051-335-5654,모듬전 소고기육전 반반전 모듬전+볶음 모듬전+어묵탕 모듬전+무침 ,https://pcmap.place.naver.com/restaurant/36538454/home
414,덕분에,부산 중구 광복로37번길 6 2층 덕분에,,051-246-7022,홍어삼합 수육 두부수육 육회 치즈불고기 ,https://pcmap.place.naver.com/restaurant/20406410/home
415,조선칼국수와통막걸리,부산 동래구 명륜로129번가길 6-5,,051-555-3515,바지락칼국수 육개장칼국수(밥) 해물매운칼국수 비빔칼국수 냉콩칼국수(국수) 조선 칼국수 조선 계란말이 조선 김치전 조선 감자전 ,https://pcmap.place.naver.com/restaurant/1356929885/home
416,천탁 경성부경대 3호점,부산 남구 용소로13번길 26 1층 천탁,,010-9938-4667,치즈김치전 게살계란탕 파전 부추전 김치전 ,https://pcmap.place.naver.com/restaurant/1050761950/home
417,교동전선생 부산서면1호점,부산 부산진구 부전로 42,,051-645-8644,교동SET A 교동SET B 육전 모듬전 해물파전 굴전 동굴전(동태+굴) 땡굴전(동그랑땡+굴) 깨순이(깻잎+순대) 동동전(동그랑땡+동태) 동그랑땡 동태전 감자전 땡초부추전 김치전 ,https://pcmap.place.naver.com/restaurant/21908713/home
418,미도부침개한판막걸리한통,부산 연제구 월드컵대로111번길 6-11,,051-864-8486,부추전 해물파전 녹두빈대떡 고갈비 껍데기 닭똥집 두부김치 도토리무침 오징어무침 가오리무침 오뎅탕 동태탕 매운탕 가오리찜 두루치기 ,https://pcmap.place.naver.com/restaurant/1907578057/home
419,천탁 부경대점,부산 남구 용소로21번길 61 금호빌라 1층,,0507-1437-1718,치즈김치전 게살계란탕 오징어무침 양념고갈비 매운무뼈닭발 땡초해물파전(새우+오징어) 통마늘똥집볶음 ,https://pcmap.place.naver.com/restaurant/1264022971/home
420,달마루,부산 중구 광복로6번길 7-1,,051-247-9555,닭도리탕 만두계란탕 두루치기 해물파전 양념꼬막 순대볶음 갈릭버터새우 묵은지삼겹살 알탕 오뎅탕 김치찌개 두부김치 계란말이 ,https://pcmap.place.naver.com/restaurant/16425555/home
421,찌짐과막걸리집,부산 강서구 명지오션시티8로30번길 20,,010-2447-3988,땡초정구지지짐 ,https://pcmap.place.naver.com/restaurant/37983744/home
422,단비,"부산 기장군 정관읍 구연방곡로 106 402동 133, 134호",,051-727-1358,,https://pcmap.place.naver.com/restaurant/1114599722/home
423,전술꽃,부산 북구 의성로122번길 56-1 1층 전술꽃,,051-337-0106,모듬전 한우밀푀유나베 한우육전 해물파전 빈대떡 베이컨치즈감자전 오징어김치전 오징어초무침소면 두부김치 돼지두루치기 쇼가야끼 (돼지고기생강구이) 홍합바지락탕 오뎅탕 해물순두부찌개 간장계란밥 ,https://pcmap.place.naver.com/restaurant/132889224/home
424,4대조선막걸리,부산 사하구 다송로72번길 57,,051-262-9244,,https://pcmap.place.naver.com/restaurant/1278514685/home
425,연막걸리,부산 부산진구 범일로142번길 55,,,과메기+생굴 꼬막+홍합 꼬막 홍합탕 화채 고등어구이 조기구이 명태·가오리찜 오징어철판 낙지철판 쭈꾸미철판 두루치기철판우동 오징어+삼겹+새우 낙지+삼겹+새우 돼지·바짝불고기 ,https://pcmap.place.naver.com/restaurant/1892761047/home
426,동백1917,부산 수영구 민락수변로239번길 8 1층,,0507-1394-1917,하동도토리묵구이 치즈감자전 명란구이 들기름 두부김치 이베리코수육(예약) 부산어묵탕 오븐구이 먹태 ,https://pcmap.place.naver.com/restaurant/1076102542/home
427,뚜레박,부산 부산진구 대학로 69,,051-891-6725,,https://pcmap.place.naver.com/restaurant/21501463/home
428,꽃다지,부산 사하구 낙동대로536번길 11,,051-207-9021,,https://pcmap.place.naver.com/restaurant/1745792311/home
429,강림통술 1호점,경남 창원시 마산합포구 오동북15길 30 1층,,055-3535-3535,2인상 3인상 4인상 5인상 간장게장 (포장) 물회 (추가안주) 찌짐이 (추가안주) 미역국,https://pcmap.place.naver.com/restaurant/1166069045/home
430,비엔나실비,경남 사천시 벌리9길 23 2층,,055-832-5442,,https://pcmap.place.naver.com/restaurant/15073282/home
431,한옥산에산에,경남 창원시 마산합포구 완월북10길 5-1,,055-243-3232,흙멧돼지수육 오삼불고기 해물철판 오뎅탕 해물파전 고갈비 두부김치 도토리묵 쭈꾸미무침 가자미구이 ,https://pcmap.place.naver.com/restaurant/11862679/home
432,이심,경남 창원시 성산구 창이대로460번길 11 2층,,0507-1341-5126,이심수육 이심전골 미소조개술국(찜) 새우감자채전 로제크림수제비 꽃게반 조개반 순두부찌개 부추방아오징어전 들기름명란파스타 ,https://pcmap.place.naver.com/restaurant/1617814533/home
433,온도,경남 통영시 북신시장1길 19 한선빌딩6층,,0507-1382-4799,유린기 차돌박이오뎅탕 김치전 회무침 ,https://pcmap.place.naver.com/restaurant/1923378996/home
434,정선생 김해인제대점,경남 김해시 인제로200번길 2,,055-339-3895,오막콤보 쭈막콤보 크림감자콤보 크림불닭콤보 크림소세지콤보 케이준치킨샐러드 불막창볶음 왕새우구이 옛날통닭 치즈양념감자 윙&봉튀김 닭갈비살 튀김 어묵탕 계란꽃게탕 얼큰꽃게탕 ,https://pcmap.place.naver.com/restaurant/31927583/home
435,산에산에,경남 창원시 마산합포구 완월남3길 73,,055-222-2582,고갈비 두부김치 해물파전 명태전 도토리묵 ,https://pcmap.place.naver.com/restaurant/1090171088/home
436,막리단길 진주하대점,경남 진주시 도동로 238 1층,,055-752-9282,막리단길 한상쟁반 돼지고기파전 고기김치전 해물파전 ,https://pcmap.place.naver.com/restaurant/1294511534/home
437,태백이주막 산호점,경남 창원시 마산합포구 산호시장길 51,,0507-1418-9135,한우생육회 대구뽈찜 통 가오리찜 과메기 ,https://pcmap.place.naver.com/restaurant/15247762/home
438,풍경소리,경남 진주시 평거로18번길 5,,055-745-4663,국내산 홍어삼합 해물파전 구롱포 과메기 가오리 회무침 동태탕 두부김치 두부수육김치 닭도리탕 오뎅탕 서대구이 명태조림 부대찌개 ,https://pcmap.place.naver.com/restaurant/15511295/home
439,전에그집,경남 양산시 양산역로 73 1층 103동,,0507-1321-1732,육전 감자전 김치전 해물파전 해물땡초부추전 떙초스지오뎅탕 개운한동태탕 찰순대곱창전골 떙초김치찌개 ,https://pcmap.place.naver.com/restaurant/1453804089/home
440,지리산찹쌀동동주,경남 진주시 도동로247번길 9,,055-752-7579,,https://pcmap.place.naver.com/restaurant/15477771/home
441,정선생 창원대점,경남 창원시 의창구 퇴촌로 31 일성빌딩,,055-283-6789,,https://pcmap.place.naver.com/restaurant/31038328/home
442,토방,경남 김해시 진영읍 김해대로407번길 9,,055-346-3717,해물파전 땡초부추전 감자빈대떡 육전 명태전 ,https://pcmap.place.naver.com/restaurant/21588502/home
443,막리단길 고성점,경남 고성군 고성읍 중앙로43번길 8 2층,,0507-1339-9409,쟁반술상 ,https://pcmap.place.naver.com/restaurant/1416960155/home
444,북촌민속주점,경남 양산시 동면 금오10길 10-1,,055-381-5046,,https://pcmap.place.naver.com/restaurant/37126838/home
445,형제봉주막,경남 하동군 악양면 입석길 40-1 1층,,010-8025-3302,,https://pcmap.place.naver.com/restaurant/33001607/home
446,사랑채,경남 창원시 마산합포구 교방북2길 35,,055-222-2700,낙지볶음 찜닭 닭도리탕 가오리무침 골뱅이무침 오리훈제 무뼈닭발 오•똥볶음 두부김치 고갈비 해물파전 해물부추전 굴전 과메기 소 낙지탕 ,https://pcmap.place.naver.com/restaurant/37905015/home
447,장금이왕빈대떡,경남 진주시 강변길10번길 31,,055-753-3858,옛날빈대떡 왕빈대떡 모듬전 소고기육전 가오리무침 해물파전 부추전 ,https://pcmap.place.naver.com/restaurant/20066520/home
448,이현동 옛날주막,경남 진주시 서장대로 292-1 1층 이현동 옛날주막,,055-743-5552,해물파전 홍어삼합 명태찜 한우육전 두부김치 소고기전골 닭곱창전골 닭볶음탕 김치찌개 돼지수육 두루치기 고추전 나막스(1마리) 알탕 어우동,https://pcmap.place.naver.com/restaurant/21060840/home
449,정선생삼문점,경남 밀양시 미리벌중앙로3길 12-6,,0507-1468-1379,,https://pcmap.place.naver.com/restaurant/446167549/home
450,쌍둥이통술,경남 창원시 마산합포구 오동북19길 15,,055-242-7522,,https://pcmap.place.naver.com/restaurant/15267223/home
451,원조일미집,강원 원주시 천사로 33,,0507-1473-1033,해물 크림 파스탕 일미 꼬막 비빔밥 일미 대창전골 일미 꽃전골 일미 모듬전 딸기막걸리 한우 스지전골 두부김치 감자전 크림치즈 곶감말이 일미 육전 얼그레이 하이볼 바질토마토 하이볼 바나나막걸리 오징어순대 ,https://pcmap.place.naver.com/restaurant/1693825499/home
452,석사왕막걸리,강원 춘천시 후석로59번길 16-14,,033-262-3397,통 갈매기살 돼지목살 생 돼지막창 뼈없는닭발 돼지껍데기 닭똥집 계란탕 음료 및 주류 소염통 김치비빔국수 돼지뒷고기 돼지부속고기 ,https://pcmap.place.naver.com/restaurant/15105307/home
453,주원,강원 춘천시 춘천로204번길 54-1 지하1층,,0507-1317-5783,생과일막걸리 해물파전 김치전 감자전 치즈김치전 두부김치 부대찌게 골뱅이소면무침 매콤제육볶음 닭똥집볶음 어묵탕 동그랑땡 생과일소주 ,https://pcmap.place.naver.com/restaurant/1785247741/home
454,백년전,강원 원주시 치악고교길 48,,033-764-4052,묵은지손두부전골 소 묵은지손두부전골 대 손두부전골 소 손두부전골 대 비지전골 소 비지전골 대 모두부 두부들기름구이 두부보쌈 두부김치 수제돈까스 닭볶음탕 해물파전 해물김치전 감자전 ,https://pcmap.place.naver.com/restaurant/699160087/home
455,천태만상 동해점,강원 동해시 청운1길 55-1 협성재래식상가(3차),,033-521-1226,골뱅이소면 가오리무침 홍어무침 낙지소면 오삼불고기 벌교꼬막무침 문어두루치기 문삼두루치기 오삼불고기 제육볶음 해산물 특 해산물 모듬 멍게 전복 문어연포탕 중 ,https://pcmap.place.naver.com/restaurant/15413782/home
456,민요,강원 강릉시 하평3길 37 일송상가 120호 민요,,0507-1328-0113,육사시미 육회 순두부 찌개 골뱅이소면 제육볶음 육전 해물파전 먹태 감자전 메밀전병 ,https://pcmap.place.naver.com/restaurant/1358767110/home
457,바틀준쓰,강원 강릉시 초당원길 71-20,,0507-1318-4156,바틀준쓰 ,https://pcmap.place.naver.com/restaurant/1028710276/home
458,서정도가,강원 동해시 동굴로 119 서정도가,,0507-1396-0331,장작구이 통삼겹 BBQ 서정도가 수제 생막걸리 닭볶음탕 닭볶음탕 곱빼기 국물닭발 (2인) 반계 누룽지탕 육전 녹두빈대떡 해물파전 녹두+육전세트 두부구이 동태매운탕 어묵탕 홍합탕 계란탕,https://pcmap.place.naver.com/restaurant/1463050657/home
459,수미골,강원 강릉시 하슬라로206번길 19-16,,033-655-8892,골뱅이숙회 전복소라숙회 ,https://pcmap.place.naver.com/restaurant/15311728/home
460,평창손왕정막걸리,강원 춘천시 효자로14번길 9 1층,,033-263-7730,반반전 소고기육전 해물파전 제육두부구이 제육볶음 오징어숙회 골뱅이무침 홍어삼합 코다리조림 추억의 소세지전 구룡포과메기 잡탕찌개 벌교꼬막 ,https://pcmap.place.naver.com/restaurant/1793419654/home
461,북산집,강원 춘천시 영서로 2352-25 풍물시장,,033-243-9721,모듬전 홍합탕 전병(촌떡) 장떡 녹두빈대떡 메밀전 감자전 부들전 동그랑땡 가오리 찜 꼼장어볶음 북어찜 두부구이 두부찌개 메밀칼국수 ,https://pcmap.place.naver.com/restaurant/19723266/home
462,맛깔나는집,강원 춘천시 동광길 11,,033-256-1323,닭볶음탕 부대찌개 두부찌개 동태찌개 오삼불고기 오징어무침 두부구이 파전 김치전 감자전 오징어숙회 두부김치 제육볶음 야채장떡 호박막전 ,https://pcmap.place.naver.com/restaurant/15141144/home
463,김씨네막걸리,강원 삼척시 척주로 59,,033-573-2918,,https://pcmap.place.naver.com/restaurant/19701862/home
464,어와둥둥,강원 동해시 평릉길 28,,0507-1400-8329,구룡포과메기 햇생굴 보리새우무침 골뱅이소면 해물파전 모듬전 콩나물매운명태찜 ,https://pcmap.place.naver.com/restaurant/13477797/home
465,황토주막,강원 춘천시 백령로75번길 2,,033-251-8558,후라이드치킨 양념치킨 마늘간장치킨 치즈스노우치킨 닭똥집 ,https://pcmap.place.naver.com/restaurant/1004131683/home
466,석사왕막걸리만천점,강원 춘천시 동면 만천로 175,,0507-1311-3397,통 갈매기살 200g 김치빔국수 돼지뒷고기 200g 돼지목살 200g 생 돼지막창 200g 돼지껍데기 200g 닭똥집 200g 계란탕,https://pcmap.place.naver.com/restaurant/1657386850/home
467,일번지막걸리,강원 화천군 화천읍 중앙로2길 31-8,,,,https://pcmap.place.naver.com/restaurant/43769586/home
468,청파동,강원 춘천시 삭주로 33-1,,0507-1329-9853,골뱅이무침 소라숙회 부대찌개 해물떡볶이 두부전골 불고기 육전 김치전/감자채전 순두부 짬뽕탕 돼지고기 김치짜글이 김치우동 ,https://pcmap.place.naver.com/restaurant/1434255909/home
469,빙고주막,강원 강릉시 임영로 45-1,,033-644-4835,주물럭 묵은지찜 중 묵은지찜 대 닭볶음탕 중 닭볶음탕 대 ,https://pcmap.place.naver.com/restaurant/15338842/home
470,고을노적주막거리,강원 화천군 화천읍 산수화로 13,,033-442-8778,,https://pcmap.place.naver.com/restaurant/32208436/home
471,타박네,강원 춘천시 삭주로 106,,033-255-8753,,https://pcmap.place.naver.com/restaurant/15141140/home
472,다래전마당,강원 춘천시 안마산로 203,,0507-1373-1972,"모듬전 뼈닭발(매운맛, 순한맛) 해물파전 메밀전병 낙지볶음 임연수 동태찌개 생선전 전전골 부대찌개 김치찌개 두부찌개 참치찌개 굴전 부추해물전 ",https://pcmap.place.naver.com/restaurant/20144458/home
473,잔잔,강원 태백시 먹거리길 86,,033-552-5152,,https://pcmap.place.naver.com/restaurant/1053484139/home
474,구종점동동주,강원 태백시 먹거리길 120,,033-553-0195,,https://pcmap.place.naver.com/restaurant/1217673650/home
475,그집막걸리,강원 동해시 샘실3길 12,,033-521-4579,,https://pcmap.place.naver.com/restaurant/32526446/home
476,길모퉁이,강원 삼척시 봉황로 9-22,,033-574-5428,생두부 두부조림 계란말이 두루치기 꽁치구이 고등어 김치전 오징어볶음 돼지껍데기 닭발 도루묵구이 두부김치 도루묵조림 가자미조림 닭볶음 ,https://pcmap.place.naver.com/restaurant/15025622/home
477,향원지짐이,강원 원주시 삼광1길 27-5,,033-746-7363,파전 육전 녹두전 감자전 김치전 ,https://pcmap.place.naver.com/restaurant/15238975/home
478,천태만상,강원 속초시 먹거리4길 40,,033-635-0054,,https://pcmap.place.naver.com/restaurant/19718359/home
479,민들레주막,강원 원주시 늘품로 187-58,,033-742-9323,,https://pcmap.place.naver.com/restaurant/1603201835/home
480,오랍드리,강원 화천군 사내면 사내로 10-15 T2B.나들목기사식당.이태리안경원.라푼첼,,0507-1382-9792,해물파전 두부김치 골뱅이무침 닭똥집 닭발 계란찜 ,https://pcmap.place.naver.com/restaurant/1937370064/home
481,막걸리카페봄봄,강원 춘천시 서부대성로48번길 12,,,,https://pcmap.place.naver.com/restaurant/1179178065/home
482,북평주막,강원 동해시 오일장길 10 전통주막촌,,033-522-5199,오징어숙회 머리고기 해물부추전 ,https://pcmap.place.naver.com/restaurant/37057580/home
483,화사랑,제주 제주시 서광로32길 10,,064-724-3888,"부대찌개, 닭도리탕, 돼지고기 주물럭, 골뱅이 소면, 모듬소시지, 두부김치, 굴파전","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16715190?c=14034496.0058226,3961809.3739593,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
484,김만덕객주,제주 제주시 건입동 1297,,064-727-8800,"몸 국, 고사리육개장, 해물파전, 김치찌개, 고기국수, 잔치국수, 비빔국수, 고등어구이, 돔베고기, 두부김치, 골뱅이무침, 제육볶음","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/193320060?c=14034942.0249145,3964073.4007823,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
485,물팡과허벅,제주 제주시 원노형로 35 송우수자인아파트,,064-726-6788,"전복해물파전, 굴탕, 두부김치, 해물파전","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/37323028?c=14029691.5456706,3959935.3717554,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
486,우도땅콩막걸리카페펍,제주 제주시 우도면 우도비양길 10,,0507-1328-8335,우도땅콩생막걸리와 땅콩두부김치,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/1551572044?c=14082004.0094395,3962947.9048516,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
487,엉또민속주점,제주 서귀포시 신서귀로97번길 84 성산연립주택,,064-739-9292,"골뱅이/가오리 무침, 두부김치, 한치볶음, 수제 소세지구이, 과메기, 해물파전, 고기,해물 김치전 오뎅탕, 닭도리탕, 얼큰 뼈없는 닭발, 얼큰 돼지, 똥집 소금 구이, 부대찌개","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16930752?c=14031969.1140427,3928691.2045089,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
488,학고재,제주 제주시 남성로26길 37,,064-723-6755,"굴파전, 해물파전, 두부김치, 제육볶음, 골뱅이무침, 동태찌개","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16733971?c=14034090.1970388,3962713.4147448,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
489,또바기,제주 제주시 정존13길 21 창신주택,,064-749-5348,"닭도리탕, 해물빈대떡, 돼지고기 김치전, 해물빈대떡, 오징어 김치전, 동태알탕, 녹두빈대떡","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/36646873?c=14028697.1675088,3960029.8412675,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
490,청송얼음막걸리 동흥점,제주 서귀포시 동홍중앙로 73 청송얼음골막걸리,,064-762-6776,"추억의 도시락, 홍합한사발, 해물라면, 굴먹은해물파전","https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/13419600?c=14039366.1746443,3929496.6649024,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
491,녹두네,제주 제주시 원노형로 42,,064-713-4620,,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16801064?c=14029658.6126375,3959859.8362445,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
492,청둥소리,제주 제주시 원남6길 5,,064-723-9200,,"https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%EB%8F%84%20%EC%A0%84%ED%86%B5%EC%A3%BC%EC%A0%90/place/16813816?c=14034648.0074963,3960364.7934534,9.24,0,0,0,dh&placePath=%3Fentry%253Dbmp"
